InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount(%),CostPerUnit,CustomerType,PaymentMode,Day,Gross_Sales,Total_Cost,Total_Sales,Net_Profit,Profit_Margin,DayName
INV1003949,26-04-2025,STR019,PRD0017,Clothing,1,3840.55,5,580.39,Returning,Digital,Weekend,3840.55,580.39,3648.52,3068.08,84.09,Saturday
INV1003950,20-04-2024,STR039,PRD0104,Shoes,4,3303.49,0,1177.56,Returning,Cash,Weekend,13213.96,4710.24,13213.96,8503.72,64.35,Saturday
INV1003951,16-07-2024,STR049,PRD0064,Accessories,2,3080.26,0,1264.68,Returning,Card,Weekday,6160.52,2529.36,6160.52,3631.16,58.94,Tuesday
INV1003952,27-02-2024,STR028,PRD0005,Clothing,2,4006.08,0,1586.60,Returning,Digital,Weekday,8012.16,3173.20,8012.16,4838.96,60.40,Tuesday
INV1003953,25-07-2024,STR007,PRD0029,Clothing,3,3388.37,5,1566.99,New,Card,Weekday,10165.11,4700.97,9656.85,4955.83,51.32,Thursday
INV1003954,03-07-2025,STR039,PRD0109,Shoes,3,5724.38,5,1015.56,Returning,Digital,Weekday,17173.14,3046.68,16314.48,13267.75,81.32,Thursday
INV1003955,04-12-2023,STR004,PRD0015,Clothing,6,3008.43,0,1476.78,Returning,Card,Weekday,18050.58,8860.68,18050.58,9189.90,50.91,Monday
INV1003956,21-09-2025,STR032,PRD0031,Clothing,4,1571.53,0,1765.62,New,Digital,Weekend,6286.12,7062.48,6286.12,-776.36,-12.35,Sunday
INV1003957,28-04-2024,STR031,PRD0005,Clothing,2,922.01,15,1455.26,Returning,Digital,Weekend,1844.02,2910.52,1567.42,-1343.25,-85.70,Sunday
INV1003958,19-06-2025,STR031,PRD0103,Shoes,4,7010.70,30,1143.42,New,Digital,Weekday,28042.80,4573.68,19629.96,15055.98,76.70,Thursday
INV1003959,22-08-2024,STR034,PRD0042,Accessories,4,6327.37,10,191.33,Returning,Cash,Weekday,25309.48,765.32,22778.53,22013.11,96.64,Thursday
INV1003960,25-07-2025,STR002,PRD0042,Accessories,3,7325.32,0,198.83,New,Cash,Weekday,21975.96,596.49,21975.96,21379.47,97.29,Friday
INV1003961,30-12-2024,STR018,PRD0058,Accessories,5,7380.24,5,1420.33,New,Digital,Weekday,36901.20,7101.65,35056.14,27954.44,79.74,Monday
INV1003962,27-10-2025,STR007,PRD0012,Clothing,5,3185.72,0,1213.62,New,Card,Weekday,15928.60,6068.10,15928.60,9860.50,61.90,Monday
INV1003963,21-09-2025,STR042,PRD0115,Shoes,3,7225.70,25,1486.22,New,Cash,Weekend,21677.10,4458.66,16257.83,11798.92,72.57,Sunday
INV1003964,09-06-2025,STR008,PRD0059,Accessories,1,9384.55,0,382.92,New,Digital,Weekday,9384.55,382.92,9384.55,9001.63,95.92,Monday
INV1003965,15-11-2025,STR025,PRD0063,Accessories,9,5134.18,15,1086.96,Returning,Card,Weekend,46207.62,9782.64,39276.48,29493.69,75.09,Saturday
INV1003966,17-05-2024,STR045,PRD0015,Clothing,3,4810.88,0,1207.29,Returning,Cash,Weekday,14432.64,3621.87,14432.64,10810.77,74.91,Friday
INV1003967,03-03-2024,STR032,PRD0030,Clothing,4,3647.92,0,1428.11,New,Card,Weekend,14591.68,5712.44,14591.68,8879.24,60.85,Sunday
INV1003968,13-03-2024,STR012,PRD0005,Clothing,3,2476.79,5,1342.44,Returning,Card,Weekday,7430.37,4027.32,7058.85,3031.48,42.95,Wednesday
INV1003969,22-06-2025,STR010,PRD0044,Accessories,2,789.02,0,743.27,Returning,Digital,Weekend,1578.04,1486.54,1578.04,91.50,5.80,Sunday
INV1003970,21-10-2025,STR001,PRD0111,Shoes,4,6315.82,10,1668.25,Returning,Card,Weekday,25263.28,6673.00,22736.95,16063.85,70.65,Tuesday
INV1003971,05-07-2024,STR012,PRD0063,Accessories,3,2345.30,5,1197.57,New,Digital,Weekday,7035.90,3592.71,6684.11,3091.35,46.25,Friday
INV1003972,04-03-2024,STR005,PRD0017,Clothing,3,3123.48,0,432.72,New,Card,Weekday,9370.44,1298.16,9370.44,8072.28,86.15,Monday
INV1003973,12-10-2025,STR004,PRD0014,Clothing,8,632.21,0,444.95,Returning,Digital,Weekend,5057.68,3559.60,5057.68,1498.08,29.62,Sunday
INV1003974,28-03-2024,STR019,PRD0092,Shoes,1,6068.24,0,1087.26,Returning,Card,Weekday,6068.24,1087.26,6068.24,4980.98,82.08,Thursday
INV1003975,19-03-2025,STR016,PRD0068,Accessories,5,7600.31,20,185.88,Returning,Cash,Weekday,38001.55,929.40,30401.24,29471.64,96.94,Wednesday
INV1003976,18-06-2025,STR007,PRD0032,Clothing,5,2660.17,25,1774.26,New,Card,Weekday,13300.85,8871.30,9975.64,1104.09,11.07,Wednesday
INV1003977,09-06-2025,STR008,PRD0029,Clothing,3,4774.38,15,1444.54,Returning,Card,Weekday,14323.14,4333.62,12174.67,7840.90,64.40,Monday
INV1003978,05-02-2024,STR039,PRD0027,Clothing,5,2508.68,10,262.12,New,Card,Weekday,12543.40,1310.60,11289.06,9978.36,88.39,Monday
INV1003979,17-02-2025,STR036,PRD0101,Shoes,4,6362.78,0,109.45,Returning,Digital,Weekday,25451.12,437.80,25451.12,25013.32,98.28,Monday
INV1003980,07-10-2025,STR035,PRD0016,Clothing,4,930.73,5,1268.44,New,Digital,Weekday,3722.92,5073.76,3536.77,-1537.04,-43.46,Tuesday
INV1003981,05-12-2023,STR021,PRD0040,Clothing,6,640.28,20,1367.57,Returning,Card,Weekday,3841.68,8205.42,3073.34,-5132.28,-166.99,Tuesday
INV1003982,03-10-2025,STR009,PRD0110,Shoes,5,2272.14,10,1731.58,Returning,Digital,Weekday,11360.70,8657.90,10224.63,1566.63,15.32,Friday
INV1003983,08-04-2024,STR037,PRD0084,Shoes,2,6171.43,0,1818.49,New,Card,Weekday,12342.86,3636.98,12342.86,8705.88,70.53,Monday
INV1003984,02-07-2024,STR049,PRD0022,Clothing,3,4826.88,10,1435.28,Returning,Cash,Weekday,14480.64,4305.84,13032.58,8726.64,66.96,Tuesday
INV1003985,25-12-2023,STR021,PRD0114,Shoes,7,6918.79,0,518.05,Returning,Digital,Weekday,48431.53,3626.35,48431.53,44805.18,92.51,Monday
INV1003986,15-07-2024,STR004,PRD0083,Shoes,3,7209.20,0,1306.65,Returning,Cash,Weekday,21627.60,3919.95,21627.60,17707.65,81.88,Monday
INV1003987,25-10-2024,STR028,PRD0090,Shoes,4,1471.75,25,159.53,Returning,Card,Weekday,5887.00,638.12,4415.25,3776.88,85.54,Friday
INV1003988,03-04-2025,STR047,PRD0015,Clothing,1,4284.61,0,1204.31,Returning,Cash,Weekday,4284.61,1204.31,4284.61,3080.30,71.89,Thursday
INV1003989,28-02-2024,STR014,PRD0063,Accessories,3,5850.69,0,1228.68,Returning,Digital,Weekday,17552.07,3686.04,17552.07,13866.03,79.00,Wednesday
INV1003990,26-02-2024,STR019,PRD0048,Accessories,3,5318.39,0,513.85,Returning,Cash,Weekday,15955.17,1541.55,15955.17,14413.62,90.34,Monday
INV1003991,23-11-2024,STR020,PRD0056,Accessories,5,5721.14,0,1474.46,Returning,Card,Weekend,28605.70,7372.30,28605.70,21233.40,74.23,Saturday
INV1003992,14-02-2025,STR039,PRD0004,Clothing,3,2008.80,0,606.09,New,Card,Weekday,6026.40,1818.27,6026.40,4208.13,69.83,Friday
INV1003993,04-06-2025,STR011,PRD0115,Shoes,3,6185.87,0,1492.29,New,Cash,Weekday,18557.61,4476.87,18557.61,14080.74,75.88,Wednesday
INV1003994,25-06-2025,STR045,PRD0090,Shoes,2,3109.91,5,221.39,Returning,Digital,Weekday,6219.82,442.78,5908.83,5466.00,92.51,Wednesday
INV1003995,03-11-2025,STR017,PRD0036,Clothing,5,1948.25,10,1069.21,New,Cash,Weekday,9741.25,5346.05,8767.13,3420.98,39.02,Monday
INV1003996,15-02-2024,STR021,PRD0034,Clothing,3,749.89,0,2305.77,Returning,Digital,Weekday,2249.67,6917.31,2249.67,-4667.64,-207.48,Thursday
INV1003997,28-12-2024,STR018,PRD0002,Clothing,5,3037.89,0,128.30,Returning,Cash,Weekend,15189.45,641.50,15189.45,14547.95,95.78,Saturday
INV1003998,24-12-2023,STR015,PRD0114,Shoes,4,2653.96,0,461.88,Returning,Cash,Weekend,10615.84,1847.52,10615.84,8768.32,82.60,Sunday
INV1003999,04-05-2025,STR017,PRD0101,Shoes,1,6453.42,0,143.91,New,Cash,Weekend,6453.42,143.91,6453.42,6309.51,97.77,Sunday
INV1004000,20-08-2025,STR002,PRD0038,Clothing,3,3709.45,0,1150.15,Returning,Cash,Weekday,11128.35,3450.45,11128.35,7677.90,68.99,Wednesday
INV1004001,04-09-2024,STR035,PRD0104,Shoes,3,3973.18,5,972.55,Returning,Digital,Weekday,11919.54,2917.65,11323.56,8405.86,74.23,Wednesday
INV1004002,05-06-2024,STR026,PRD0055,Accessories,3,1605.15,0,1301.17,Returning,Card,Weekday,4815.45,3903.51,4815.45,911.94,18.94,Wednesday
INV1004003,09-03-2024,STR006,PRD0012,Clothing,4,4944.83,10,895.68,New,Card,Weekend,19779.32,3582.72,17801.39,14218.57,79.87,Saturday
INV1004004,13-12-2023,STR004,PRD0072,Accessories,3,6847.86,0,1791.76,Returning,Digital,Weekday,20543.58,5375.28,20543.58,15168.30,73.83,Wednesday
INV1004005,28-08-2024,STR005,PRD0100,Shoes,2,4380.27,5,1437.78,Returning,Digital,Weekday,8760.54,2875.56,8322.51,5446.90,65.45,Wednesday
INV1004006,03-03-2024,STR043,PRD0050,Accessories,4,8817.51,15,894.25,Returning,Cash,Weekend,35270.04,3577.00,29979.53,26402.38,88.07,Sunday
INV1004007,24-11-2024,STR016,PRD0016,Clothing,5,3127.72,0,1090.88,New,Card,Weekend,15638.60,5454.40,15638.60,10184.20,65.12,Sunday
INV1004008,22-05-2024,STR019,PRD0047,Accessories,3,7682.48,10,308.67,New,Card,Weekday,23047.44,926.01,20742.70,19816.59,95.54,Wednesday
INV1004009,25-07-2024,STR015,PRD0024,Clothing,3,2788.20,20,438.53,New,Digital,Weekday,8364.60,1315.59,6691.68,5375.89,80.34,Thursday
INV1004010,29-04-2024,STR018,PRD0099,Shoes,3,4350.42,15,2110.29,Returning,Card,Weekday,13051.26,6330.87,11093.57,4762.55,42.93,Monday
INV1004011,16-05-2025,STR037,PRD0012,Clothing,2,3729.13,15,961.01,Returning,Cash,Weekday,7458.26,1922.02,6339.52,4417.35,69.68,Friday
INV1004012,08-08-2024,STR043,PRD0040,Clothing,3,2230.20,20,1364.90,Returning,Digital,Weekday,6690.60,4094.70,5352.48,1257.58,23.50,Thursday
INV1004013,19-04-2025,STR010,PRD0083,Shoes,4,6191.19,15,1239.94,Returning,Digital,Weekend,24764.76,4959.76,21050.05,16090.14,76.44,Saturday
INV1004014,07-08-2024,STR031,PRD0051,Accessories,2,6760.97,5,859.12,Returning,Card,Weekday,13521.94,1718.24,12845.84,11127.55,86.62,Wednesday
INV1004015,18-06-2025,STR003,PRD0042,Accessories,3,2707.85,0,213.74,Returning,Card,Weekday,8123.55,641.22,8123.55,7482.33,92.11,Wednesday
INV1004016,05-02-2025,STR035,PRD0074,Accessories,3,4629.76,15,681.57,Returning,Cash,Weekday,13889.28,2044.71,11805.89,9761.03,82.68,Wednesday
INV1004017,05-08-2024,STR008,PRD0077,Accessories,3,2140.35,0,1738.25,Returning,Card,Weekday,6421.05,5214.75,6421.05,1206.30,18.79,Monday
INV1004018,17-05-2025,STR028,PRD0111,Shoes,4,4971.47,15,2007.89,Returning,Cash,Weekend,19885.88,8031.56,16903.00,8871.29,52.48,Saturday
INV1004019,18-07-2025,STR041,PRD0048,Accessories,3,8503.44,15,612.09,Returning,Card,Weekday,25510.32,1836.27,21683.77,19847.35,91.53,Friday
INV1004020,12-03-2024,STR018,PRD0101,Shoes,4,4006.40,20,144.52,Returning,Digital,Weekday,16025.60,578.08,12820.48,12242.20,95.49,Tuesday
INV1004021,09-12-2023,STR030,PRD0008,Clothing,8,1106.46,25,250.88,Returning,Cash,Weekend,8851.68,2007.04,6638.76,4631.47,69.76,Saturday
INV1004022,16-10-2024,STR040,PRD0089,Shoes,3,5285.50,5,276.90,Returning,Digital,Weekday,15856.50,830.70,15063.68,14232.93,94.49,Wednesday
INV1004023,16-11-2025,STR018,PRD0096,Shoes,6,4756.94,10,777.86,New,Card,Weekend,28541.64,4667.16,25687.48,21020.22,81.83,Sunday
INV1004024,21-06-2025,STR018,PRD0024,Clothing,1,514.51,0,459.42,Returning,Cash,Weekend,514.51,459.42,514.51,55.09,10.71,Saturday
INV1004025,15-04-2024,STR047,PRD0061,Accessories,4,1568.19,10,2079.12,Returning,Card,Weekday,6272.76,8316.48,5645.48,-2671.10,-47.31,Monday
INV1004026,26-08-2024,STR036,PRD0064,Accessories,3,883.86,5,1522.57,Returning,Card,Weekday,2651.58,4567.71,2519.00,-2048.76,-81.33,Monday
INV1004027,06-08-2025,STR028,PRD0105,Shoes,5,3702.20,20,542.57,New,Card,Weekday,18511.00,2712.85,14808.80,12095.75,81.68,Wednesday
INV1004028,27-07-2025,STR044,PRD0113,Shoes,3,3004.87,10,1068.33,Returning,Cash,Weekend,9014.61,3204.99,8113.15,4908.06,60.50,Sunday
INV1004029,07-07-2024,STR031,PRD0078,Accessories,5,8361.13,5,1089.20,Returning,Cash,Weekend,41805.65,5446.00,39715.37,34269.32,86.29,Sunday
INV1004030,12-07-2025,STR032,PRD0014,Clothing,6,2390.34,30,437.26,Returning,Card,Weekend,14342.04,2623.56,10039.43,7415.57,73.86,Saturday
INV1004031,26-12-2023,STR044,PRD0061,Accessories,5,8087.33,0,1855.83,Returning,Card,Weekday,40436.65,9279.15,40436.65,31157.50,77.05,Tuesday
INV1004032,05-10-2025,STR004,PRD0062,Accessories,4,6361.36,0,1127.51,New,Digital,Weekend,25445.44,4510.04,25445.44,20935.40,82.28,Sunday
INV1004033,25-03-2025,STR020,PRD0106,Shoes,3,6106.11,0,1063.95,Returning,Card,Weekday,18318.33,3191.85,18318.33,15126.48,82.58,Tuesday
INV1004034,07-06-2025,STR046,PRD0023,Clothing,4,3910.52,0,680.40,Returning,Card,Weekend,15642.08,2721.60,15642.08,12920.48,82.60,Saturday
INV1004035,23-09-2024,STR040,PRD0079,Accessories,2,1442.88,0,638.23,New,Cash,Weekday,2885.76,1276.46,2885.76,1609.30,55.77,Monday
INV1004036,24-02-2024,STR007,PRD0070,Accessories,5,1810.19,5,599.49,New,Cash,Weekend,9050.95,2997.45,8598.40,5600.90,65.14,Saturday
INV1004037,19-01-2024,STR010,PRD0004,Clothing,3,4143.74,5,592.53,Returning,Card,Weekday,12431.22,1777.59,11809.66,10032.02,84.95,Friday
INV1004038,01-06-2024,STR017,PRD0020,Clothing,3,1475.79,0,132.46,Returning,Digital,Weekend,4427.37,397.38,4427.37,4029.99,91.02,Saturday
INV1004039,15-04-2025,STR044,PRD0096,Shoes,1,7173.00,0,754.78,Returning,Card,Weekday,7173.00,754.78,7173.00,6418.22,89.48,Tuesday
INV1004040,26-07-2024,STR020,PRD0081,Shoes,3,4759.23,0,1296.32,New,Card,Weekday,14277.69,3888.96,14277.69,10388.73,72.76,Friday
INV1004041,04-02-2024,STR009,PRD0088,Shoes,3,6508.81,5,1279.77,Returning,Cash,Weekend,19526.43,3839.31,18550.11,14710.75,79.30,Sunday
INV1004042,29-08-2025,STR029,PRD0080,Accessories,4,6181.35,15,518.08,Returning,Card,Weekday,24725.40,2072.32,21016.59,18944.12,90.14,Friday
INV1004043,24-07-2024,STR036,PRD0092,Shoes,3,4121.84,5,1399.34,Returning,Digital,Weekday,12365.52,4198.02,11747.24,7549.17,64.26,Wednesday
INV1004044,15-02-2025,STR039,PRD0011,Clothing,6,4106.02,25,588.61,Returning,Card,Weekend,24636.12,3531.66,18477.09,14945.18,80.88,Saturday
INV1004045,08-05-2024,STR040,PRD0011,Clothing,3,734.04,0,416.04,Returning,Card,Weekday,2202.12,1248.12,2202.12,954.00,43.32,Wednesday
INV1004046,02-07-2024,STR012,PRD0107,Shoes,3,6195.30,0,262.08,New,Cash,Weekday,18585.90,786.24,18585.90,17799.66,95.77,Tuesday
INV1004047,29-01-2024,STR005,PRD0091,Shoes,2,7249.88,0,303.42,Returning,Cash,Weekday,14499.76,606.84,14499.76,13892.92,95.81,Monday
INV1004048,14-09-2024,STR004,PRD0024,Clothing,4,2400.50,20,385.57,Returning,Cash,Weekend,9602.00,1542.28,7681.60,6139.12,79.92,Saturday
INV1004049,16-03-2024,STR014,PRD0048,Accessories,4,2327.55,0,518.37,Returning,Card,Weekend,9310.20,2073.48,9310.20,7236.72,77.73,Saturday
INV1004050,07-01-2024,STR015,PRD0113,Shoes,3,1459.73,0,932.93,New,Cash,Weekend,4379.19,2798.79,4379.19,1580.40,36.09,Sunday
INV1004051,15-07-2024,STR029,PRD0047,Accessories,1,4324.07,5,236.76,Returning,Digital,Weekday,4324.07,236.76,4107.87,3871.06,94.24,Monday
INV1004052,30-08-2025,STR029,PRD0028,Clothing,1,2539.15,5,253.80,New,Digital,Weekend,2539.15,253.80,2412.19,2158.34,89.48,Saturday
INV1004053,13-08-2025,STR011,PRD0053,Accessories,3,1817.90,25,686.71,Returning,Card,Weekday,5453.70,2060.13,4090.28,2029.90,49.63,Wednesday
INV1004054,14-12-2024,STR017,PRD0002,Clothing,8,4922.71,0,142.56,New,Digital,Weekend,39381.68,1140.48,39381.68,38241.20,97.10,Saturday
INV1004055,29-05-2025,STR021,PRD0110,Shoes,2,1412.06,0,2256.54,Returning,Cash,Weekday,2824.12,4513.08,2824.12,-1688.96,-59.80,Thursday
INV1004056,25-09-2024,STR036,PRD0092,Shoes,1,6944.60,0,1547.43,Returning,Digital,Weekday,6944.60,1547.43,6944.60,5397.17,77.72,Wednesday
INV1004057,23-08-2025,STR005,PRD0091,Shoes,3,1610.04,10,363.06,Returning,Digital,Weekend,4830.12,1089.18,4347.11,3257.83,74.94,Saturday
INV1004058,31-03-2025,STR045,PRD0111,Shoes,3,2773.02,15,2065.39,New,Card,Weekday,8319.06,6196.17,7071.20,874.88,12.37,Monday
INV1004059,25-08-2024,STR022,PRD0049,Accessories,3,1751.79,0,1293.26,Returning,Digital,Weekend,5255.37,3879.78,5255.37,1375.59,26.17,Sunday
INV1004060,18-01-2025,STR025,PRD0076,Accessories,6,8804.26,10,907.21,Returning,Digital,Weekend,52825.56,5443.26,47543.00,42099.64,88.55,Saturday
INV1004061,17-03-2024,STR048,PRD0067,Accessories,3,1845.79,0,594.53,Returning,Card,Weekend,5537.37,1783.59,5537.37,3753.78,67.79,Sunday
INV1004062,23-10-2024,STR036,PRD0003,Clothing,4,4762.63,10,639.37,Returning,Card,Weekday,19050.52,2557.48,17145.47,14587.89,85.08,Wednesday
INV1004063,14-08-2024,STR048,PRD0071,Accessories,4,3999.74,20,592.52,New,Cash,Weekday,15998.96,2370.08,12799.17,10428.89,81.48,Wednesday
INV1004064,17-04-2024,STR018,PRD0096,Shoes,2,1789.27,0,981.16,Returning,Cash,Weekday,3578.54,1962.32,3578.54,1616.22,45.16,Wednesday
INV1004065,25-03-2024,STR035,PRD0008,Clothing,5,3649.90,0,302.10,Returning,Card,Weekday,18249.50,1510.50,18249.50,16739.00,91.72,Monday
INV1004066,16-02-2025,STR050,PRD0113,Shoes,4,2072.81,20,1055.25,Returning,Card,Weekend,8291.24,4221.00,6632.99,2411.79,36.36,Sunday
INV1004067,18-02-2025,STR033,PRD0015,Clothing,5,1826.66,20,1534.52,Returning,Cash,Weekday,9133.30,7672.60,7306.64,-366.16,-5.01,Tuesday
INV1004068,03-07-2025,STR028,PRD0069,Accessories,3,1054.75,5,633.53,Returning,Card,Weekday,3164.25,1900.59,3006.04,1105.40,36.77,Thursday
INV1004069,07-01-2024,STR042,PRD0101,Shoes,1,4166.20,0,117.48,Returning,Cash,Weekend,4166.20,117.48,4166.20,4048.72,97.18,Sunday
INV1004070,13-03-2024,STR001,PRD0011,Clothing,3,3595.15,0,591.84,Returning,Cash,Weekday,10785.45,1775.52,10785.45,9009.93,83.54,Wednesday
INV1004071,30-11-2024,STR029,PRD0061,Accessories,5,5669.89,0,1725.87,Returning,Cash,Weekend,28349.45,8629.35,28349.45,19720.10,69.56,Saturday
INV1004072,20-05-2024,STR009,PRD0089,Shoes,2,1464.85,15,297.40,New,Digital,Weekday,2929.70,594.80,2490.25,1895.30,76.11,Monday
INV1004073,12-03-2024,STR017,PRD0027,Clothing,3,548.03,15,291.14,Returning,Digital,Weekday,1644.09,873.42,1397.48,523.91,37.49,Tuesday
INV1004074,09-03-2025,STR040,PRD0063,Accessories,5,5486.94,25,1017.50,Returning,Card,Weekend,27434.70,5087.50,20576.03,15488.28,75.27,Sunday
INV1004075,21-08-2024,STR007,PRD0022,Clothing,3,3591.38,5,1166.81,Returning,Digital,Weekday,10774.14,3500.43,10235.43,6734.95,65.80,Wednesday
INV1004076,19-12-2023,STR026,PRD0076,Accessories,7,7424.79,20,863.08,Returning,Digital,Weekday,51973.53,6041.56,41578.82,35537.06,85.47,Tuesday
INV1004077,15-06-2025,STR004,PRD0069,Accessories,2,2396.93,0,586.35,Returning,Card,Weekend,4793.86,1172.70,4793.86,3621.16,75.54,Sunday
INV1004078,20-09-2025,STR005,PRD0109,Shoes,3,3704.71,10,1019.39,New,Digital,Weekend,11114.13,3058.17,10002.72,6944.45,69.43,Saturday
INV1004079,26-03-2024,STR022,PRD0080,Accessories,2,3711.90,0,655.67,Returning,Card,Weekday,7423.80,1311.34,7423.80,6112.46,82.34,Tuesday
INV1004080,10-11-2024,STR027,PRD0020,Clothing,7,4921.54,15,108.12,Returning,Cash,Weekend,34450.78,756.84,29283.16,28526.17,97.41,Sunday
INV1004081,31-05-2024,STR050,PRD0047,Accessories,1,2661.65,5,334.14,Returning,Cash,Weekday,2661.65,334.14,2528.57,2194.38,86.78,Friday
INV1004082,11-12-2023,STR018,PRD0047,Accessories,6,746.21,25,297.69,Returning,Digital,Weekday,4477.26,1786.14,3357.95,1571.56,46.80,Monday
INV1004083,28-02-2024,STR014,PRD0106,Shoes,3,7701.98,5,1396.60,Returning,Cash,Weekday,23105.94,4189.80,21950.64,17760.79,80.91,Wednesday
INV1004084,22-12-2024,STR008,PRD0097,Shoes,7,1202.67,0,1634.67,Returning,Digital,Weekend,8418.69,11442.69,8418.69,-3024.00,-35.92,Sunday
INV1004085,08-11-2025,STR015,PRD0004,Clothing,5,3904.10,0,477.28,Returning,Card,Weekend,19520.50,2386.40,19520.50,17134.10,87.77,Saturday
INV1004086,19-10-2025,STR041,PRD0064,Accessories,5,8909.57,5,1335.67,New,Card,Weekend,44547.85,6678.35,42320.46,35642.06,84.22,Sunday
INV1004087,25-07-2024,STR040,PRD0007,Clothing,3,3359.54,10,2116.26,New,Card,Weekday,10078.62,6348.78,9070.76,2721.88,30.01,Thursday
INV1004088,01-12-2024,STR034,PRD0074,Accessories,5,528.93,5,795.25,Returning,Digital,Weekend,2644.65,3976.25,2512.42,-1463.88,-58.27,Sunday
INV1004089,05-04-2025,STR008,PRD0115,Shoes,2,5286.92,0,2147.69,Returning,Card,Weekend,10573.84,4295.38,10573.84,6278.46,59.38,Saturday
INV1004090,07-05-2024,STR019,PRD0024,Clothing,1,2681.22,0,320.18,Returning,Card,Weekday,2681.22,320.18,2681.22,2361.04,88.06,Tuesday
INV1004091,23-11-2024,STR015,PRD0024,Clothing,3,559.16,25,426.01,Returning,Cash,Weekend,1677.48,1278.03,1258.11,-20.17,-1.60,Saturday
INV1004092,07-11-2024,STR029,PRD0071,Accessories,7,5248.40,30,535.42,Returning,Card,Weekday,36738.80,3747.94,25717.16,21968.92,85.43,Thursday
INV1004093,23-02-2024,STR034,PRD0082,Shoes,1,2724.08,0,602.30,New,Digital,Weekday,2724.08,602.30,2724.08,2121.78,77.89,Friday
INV1004094,06-12-2024,STR001,PRD0064,Accessories,5,2805.43,25,1638.91,Returning,Cash,Weekday,14027.15,8194.55,10520.36,2325.56,22.11,Friday
INV1004095,28-06-2025,STR027,PRD0090,Shoes,4,5299.76,0,211.10,Returning,Card,Weekend,21199.04,844.40,21199.04,20354.64,96.02,Saturday
INV1004096,21-05-2024,STR040,PRD0026,Clothing,4,689.19,10,868.41,New,Digital,Weekday,2756.76,3473.64,2481.08,-992.66,-40.01,Tuesday
INV1004097,20-04-2024,STR024,PRD0053,Accessories,1,2227.34,5,682.85,Returning,Card,Weekend,2227.34,682.85,2115.97,1433.07,67.73,Saturday
INV1004098,31-01-2024,STR020,PRD0079,Accessories,3,1139.52,5,638.31,Returning,Digital,Weekday,3418.56,1914.93,3247.63,1332.65,41.03,Wednesday
INV1004099,06-06-2024,STR028,PRD0039,Clothing,3,1434.03,10,1686.88,Returning,Digital,Weekday,4302.09,5060.64,3871.88,-1188.86,-30.70,Thursday
INV1004100,08-06-2025,STR045,PRD0077,Accessories,5,9757.02,25,1675.89,Returning,Card,Weekend,48785.10,8379.45,36588.83,28209.13,77.10,Sunday
INV1004101,10-03-2024,STR019,PRD0049,Accessories,7,7102.03,20,1459.39,Returning,Digital,Weekend,49714.21,10215.73,39771.37,29555.44,74.31,Sunday
INV1004102,10-06-2024,STR050,PRD0030,Clothing,1,1579.34,0,1333.77,Returning,Cash,Weekday,1579.34,1333.77,1579.34,245.57,15.55,Monday
INV1004103,28-09-2025,STR015,PRD0089,Shoes,1,4530.65,0,287.06,Returning,Card,Weekend,4530.65,287.06,4530.65,4243.59,93.66,Sunday
INV1004104,29-07-2024,STR010,PRD0064,Accessories,4,456.70,15,1123.85,Returning,Digital,Weekday,1826.80,4495.40,1552.78,-2942.77,-189.52,Monday
INV1004105,24-04-2024,STR028,PRD0066,Accessories,3,3241.16,5,1284.78,New,Card,Weekday,9723.48,3854.34,9237.31,5382.92,58.27,Wednesday
INV1004106,18-04-2025,STR047,PRD0065,Accessories,1,6177.96,0,2009.28,Returning,Card,Weekday,6177.96,2009.28,6177.96,4168.68,67.48,Friday
INV1004107,18-04-2024,STR034,PRD0008,Clothing,3,4294.11,25,294.31,Returning,Cash,Weekday,12882.33,882.93,9661.75,8778.57,90.86,Thursday
INV1004108,14-04-2025,STR039,PRD0103,Shoes,4,7950.83,0,1418.69,Returning,Cash,Weekday,31803.32,5674.76,31803.32,26128.56,82.16,Monday
INV1004109,22-08-2025,STR045,PRD0051,Accessories,3,1644.50,5,643.70,Returning,Card,Weekday,4933.50,1931.10,4686.83,2755.68,58.80,Friday
INV1004110,15-09-2025,STR030,PRD0068,Accessories,2,9364.69,5,172.94,Returning,Card,Weekday,18729.38,345.88,17792.91,17446.98,98.06,Monday
INV1004111,20-04-2025,STR001,PRD0002,Clothing,3,2202.81,0,170.19,Returning,Cash,Weekend,6608.43,510.57,6608.43,6097.86,92.27,Sunday
INV1004112,31-05-2025,STR038,PRD0007,Clothing,3,1902.10,0,2057.65,Returning,Cash,Weekend,5706.30,6172.95,5706.30,-466.65,-8.18,Saturday
INV1004113,27-08-2025,STR035,PRD0100,Shoes,3,1340.57,0,1700.48,Returning,Digital,Weekday,4021.71,5101.44,4021.71,-1079.73,-26.85,Wednesday
INV1004114,16-05-2025,STR039,PRD0057,Accessories,3,381.36,5,361.10,Returning,Card,Weekday,1144.08,1083.30,1086.88,3.53,0.32,Friday
INV1004115,01-03-2025,STR023,PRD0114,Shoes,1,6023.08,5,396.80,Returning,Card,Weekend,6023.08,396.80,5721.93,5325.08,93.06,Saturday
INV1004116,30-08-2025,STR027,PRD0102,Shoes,2,3091.90,10,1397.16,New,Cash,Weekend,6183.80,2794.32,5565.42,2771.00,49.79,Saturday
